AP,precision_score,balanced_accuracies,DCG,DCG_AT_5,F1-SCORE,NDCG,NDCG_AT_5,model_variant,slug,created_at,category_title,post_slug
0.3104830354830355,0.15,0.5,2.112080514577053,"[0.8845377356638175, 0.0, 1.031960691607787, 0.0, 0.2948459118879392, 1.474229559439696, 0.8845377356638175, 2.801036162935422, 2.063921383215574, 1.3268066034957264, 1.769075471327635, 2.948459118879392, 1.031960691607787, 2.063921383215574, 1.769075471327635, 0.5896918237758784, 2.801036162935422, 2.653613206991453, 0.2948459118879392, 0.5896918237758784, 0.1474229559439696, 0.737114779719848, 1.474229559439696, 0.737114779719848, 0.737114779719848, 1.6216525153836656, 0.4422688678319088, 2.506190251047483, 2.506190251047483, 2.801036162935422, 2.3587672951035135, 1.9164984272716048, 1.3268066034957264, 0.0, 0.5896918237758784, 0.4422688678319088, 2.063921383215574, 0.737114779719848, 1.9164984272716048, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.506190251047483, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 1.6216525153836656, 0.1474229559439696, 1.1793836475517567, 1.031960691607787, 2.211344339159544, 1.031960691607787, 1.1793836475517567, 2.506190251047483, 0.2948459118879392, 2.063921383215574, 2.211344339159544, 0.8845377356638175, 1.769075471327635, 0.5896918237758784, 1.6216525153836656, 0.5896918237758784, 2.211344339159544, 0.5896918237758784, 1.474229559439696, 2.063921383215574, 2.948459118879392, 2.3587672951035135, 1.769075471327635, 2.801036162935422, 2.506190251047483, 2.801036162935422, 2.211344339159544, 1.474229559439696, 1.769075471327635, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.653613206991453, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.506190251047483, 2.506190251047483, 2.506190251047483, 2.3587672951035135, 2.3587672951035135, 2.506190251047483, 1.1793836475517567, 2.3587672951035135, 2.653613206991453, 2.653613206991453, 2.653613206991453, 2.801036162935422, 2.063921383215574, 2.211344339159544, 0.8845377356638175, 1.1793836475517567, 0.4422688678319088, 1.9164984272716048, 0.4422688678319088, 0.8845377356638175, 2.063921383215574, 2.506190251047483, 1.6216525153836656, 0.5896918237758784, 1.6216525153836656, 1.6216525153836656, 2.948459118879392, 1.769075471327635, 1.474229559439696, 1.6216525153836656, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.506190251047483, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.506190251047483, 1.6216525153836656, 2.506190251047483, 1.1793836475517567, 2.801036162935422, 0.737114779719848, 0.1474229559439696, 1.6216525153836656, 2.948459118879392, 0.5896918237758784, 2.948459118879392, 2.948459118879392, 2.063921383215574, 2.948459118879392, 2.948459118879392, 0.5896918237758784, 2.948459118879392, 2.948459118879392, 1.3268066034957264, 2.948459118879392, 2.948459118879392, 2.211344339159544, 2.948459118879392, 1.474229559439696, 2.653613206991453, 0.4422688678319088, 2.3587672951035135, 1.9164984272716048, 0.4422688678319088, 2.211344339159544, 0.4422688678319088, 2.801036162935422, 0.1474229559439696, 1.3268066034957264, 0.1474229559439696, 0.4422688678319088, 2.506190251047483, 1.1793836475517567, 1.769075471327635, 2.3587672951035135, 2.801036162935422, 2.506190251047483, 0.737114779719848, 1.031960691607787, 1.769075471327635, 1.6216525153836656, 2.3587672951035135, 1.769075471327635, 1.474229559439696, 1.1793836475517567, 2.3587672951035135, 1.3268066034957264, 1.769075471327635, 2.3587672951035135, 0.2948459118879392, 1.031960691607787, 0.2948459118879392, 0.5896918237758784, 0.8845377356638175, 2.801036162935422, 2.801036162935422, 2.948459118879392, 2.211344339159544, 1.474229559439696, 2.653613206991453, 2.3587672951035135, 2.948459118879392, 2.3587672951035135, 2.948459118879392, 2.506190251047483, 2.948459118879392, 1.6216525153836656, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.653613206991453, 2.948459118879392, 2.948459118879392, 2.948459118879392, 1.769075471327635, 1.1793836475517567, 2.653613206991453, 0.4422688678319088, 2.948459118879392, 0.2948459118879392, 0.1474229559439696, 1.474229559439696, 0.8845377356638175, 2.653613206991453, 2.506190251047483, 1.474229559439696, 1.3268066034957264, 1.6216525153836656, 0.4422688678319088, 1.6216525153836656, 1.769075471327635, 2.801036162935422, 2.211344339159544, 1.3268066034957264, 0.2948459118879392, 0.1474229559439696, 0.1474229559439696, 0.0, 0.737114779719848, 0.4422688678319088, 0.1474229559439696, 0.2948459118879392, 0.1474229559439696, 0.1474229559439696, 0.2948459118879392, 0.2948459118879392, 0.2948459118879392, 0.5896918237758784, 0.0, 0.0, 0.0, 0.1474229559439696, 0.0, 0.2948459118879392, 0.0, 0.4422688678319088, 0.4422688678319088, 0.1474229559439696, 0.0, 0.1474229559439696, 0.0, 0.4422688678319088, 0.1474229559439696, 0.1474229559439696, 0.1474229559439696, 0.4422688678319088, 0.5896918237758784, 2.801036162935422, 2.948459118879392, 2.948459118879392, 2.948459118879392, 0.8845377356638175, 2.948459118879392, 2.948459118879392, 2.948459118879392, 1.3268066034957264, 2.948459118879392, 1.9164984272716048, 0.4422688678319088, 2.948459118879392, 2.948459118879392, 0.5896918237758784, 0.4422688678319088, 2.948459118879392, 0.1474229559439696, 2.948459118879392, 2.948459118879392, 2.211344339159544, 0.1474229559439696, 0.737114779719848, 1.3268066034957264, 2.063921383215574, 1.3268066034957264, 2.211344339159544, 0.737114779719848, 1.031960691607787, 1.031960691607787, 1.1793836475517567, 1.3268066034957264, 1.9164984272716048, 0.5896918237758784, 1.3268066034957264, 2.211344339159544, 1.031960691607787, 1.6216525153836656, 0.8845377356638175, 1.1793836475517567, 1.1793836475517567, 1.1793836475517567, 1.3268066034957264, 0.4422688678319088, 0.5896918237758784, 0.4422688678319088, 0.737114779719848, 0.1474229559439696, 1.3268066034957264, 1.6216525153836656, 1.031960691607787, 2.3587672951035135, 1.6216525153836656, 1.031960691607787, 2.3587672951035135, 2.3587672951035135, 2.3587672951035135, 1.1793836475517567, 1.474229559439696, 1.474229559439696, 2.948459118879392, 2.653613206991453, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 2.948459118879392, 1.6216525153836656, 1.769075471327635, 1.9164984272716048, 0.5896918237758784, 2.3587672951035135, 0.8845377356638175, 0.4422688678319088, 1.031960691607787, 0.1474229559439696, 1.1793836475517567, 0.737114779719848, 0.8845377356638175, 2.506190251047483, 1.6216525153836656, 0.5896918237758784, 0.737114779719848, 1.3268066034957264, 0.8845377356638175, 0.737114779719848, 1.474229559439696, 2.653613206991453, 1.9164984272716048, 1.1793836475517567, 1.769075471327635, 2.3587672951035135, 1.031960691607787, 2.653613206991453, 1.474229559439696, 1.6216525153836656, 1.1793836475517567]",0.13846153846153847,0.6391206612148322,0.29999999999999993,doc2vec-full-text,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech,2022-06-07 16:37:45,Finance,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,word2vec-full-text,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech,2022-06-07 16:41:04,Finance,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech
0.7005211175379242,0.175,0.5,2.4640939336732286,0,0.18148148148148147,0.677321104444447,0.3499999999999999,tfidf,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech,2022-06-07 16:47:40,Finance,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,word2vec,chaos-v-mapach-kavkazu-proc-armenie-a-azerbajdzan-nebojuji-jen-o-karabach,2022-06-07 16:48:36,Ostatní,chaos-v-mapach-kavkazu-proc-armenie-a-azerbajdzan-nebojuji-jen-o-karabach
0.09583333333333333,0.05,0.5,0.7040268381923511,0,0.01818181818181818,0.43167207946918174,0.18078394317246163,word2vec,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to,2022-06-07 16:49:43,Zdraví,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to
0.7101206636500754,0.25,0.5,3.5201341909617554,0,0.3333333333333333,0.7747525516950363,0.49999999999999994,doc2vec,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to,2022-06-07 19:55:56,Zdraví,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to
0.2813608776844071,0.15,0.5,2.112080514577053,0,0.13846153846153847,0.6391206612148322,0.29999999999999993,doc2vec,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech,2022-06-07 19:57:26,Finance,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech
1.0,0.475,0.5,6.688254962827335,0,0.9256410256410256,0.9817480544180679,0.9499999999999997,tfidf,el-clasico-na-hristi-barcelony-ovladl-real-v-cele-zustava-san-sebastian,2022-06-13 18:52:16,Zahraničí,el-clasico-na-hristi-barcelony-ovladl-real-v-cele-zustava-san-sebastian
0.7724410178744545,0.35,0.5,4.928187867346457,0,0.5764705882352941,0.878253829399075,0.6999999999999998,tfidf,zemrel-posledni-krkonossky-nosic-helmut-hofer-ikona-velke-upy,2022-06-14 11:00:30,Regionální,zemrel-posledni-krkonossky-nosic-helmut-hofer-ikona-velke-upy
0.6925777381659735,0.225,0.5,3.16812077186558,0,0.2793103448275862,0.7446526874345888,0.44999999999999996,doc2vec,krasa-se-skryva-v-exotickem-ovoci-kosmetika-kterou-na-podzim-musite-mit,2022-06-28 13:36:49,Móda,krasa-se-skryva-v-exotickem-ovoci-kosmetika-kterou-na-podzim-musite-mit
